Date,Positive Return,Actual Value,Return
2020-01-15,0.0,1.0,-0.004285519922216707
2020-01-16,1.0,1.0,0.012526478905240834
2020-01-17,1.0,1.0,0.011070996257037002
2020-01-21,0.0,1.0,-0.006776907061324833
2020-01-22,1.0,1.0,0.0035695260342689657
2020-01-23,1.0,1.0,0.004815859995308536
2020-01-24,0.0,1.0,-0.0028819766189644986
2020-01-27,0.0,1.0,-0.029405250929448238
2020-01-28,1.0,1.0,0.02828933448469395
2020-01-29,1.0,1.0,0.020932336067801986
2020-01-30,0.0,1.0,-0.0014491004070108506
2020-01-31,0.0,1.0,-0.044338733343811436
2020-02-03,0.0,1.0,-0.002746296005609939
2020-02-04,1.0,1.0,0.03301367951955725
2020-02-05,1.0,1.0,0.008154323518098083
2020-02-06,1.0,1.0,0.011696932976394514
2020-02-07,0.0,1.0,-0.01592814738749126
2020-02-10,1.0,1.0,0.0047495204183034545
2020-02-11,0.0,1.0,-0.006033284139495332
2020-02-12,1.0,1.0,0.023747777614394398
2020-02-13,0.0,1.0,-0.007121078859769314
2020-02-14,1.0,1.0,0.0002463049559713326
2020-02-18,0.0,1.0,-0.018310546187148332
2020-02-19,1.0,1.0,0.01448274331406729
2020-02-20,0.0,1.0,-0.010258968463974337
2020-02-21,0.0,1.0,-0.02263503052234317
2020-02-24,0.0,1.0,-0.047500385551912494
2020-02-25,0.0,1.0,-0.033872179058296537
2020-02-26,1.0,1.0,0.015863675150069367
2020-02-27,0.0,1.0,-0.06536820530254006
2020-02-28,0.0,1.0,-0.0005849797767482068
2020-03-02,1.0,1.0,0.09310072274952952
2020-03-03,0.0,1.0,-0.0317592795151177
2020-03-04,1.0,1.0,0.046384565776391266
2020-03-05,0.0,1.0,-0.03243699915243503
2020-03-06,0.0,1.0,-0.013280125870939186
2020-03-09,0.0,1.0,-0.07909208541712087
2020-03-10,1.0,1.0,0.07202157246522778
2020-03-11,0.0,1.0,-0.03473051023093954
2020-03-12,0.0,1.0,-0.098754666055052
2020-03-13,1.0,1.0,0.11980826654731593
2020-03-16,0.0,1.0,-0.12864695596573805
2020-03-17,1.0,1.0,0.043970082165373466
2020-03-18,0.0,1.0,-0.0244799589751834
2020-03-19,0.0,1.0,-0.007662056203340817
2020-03-20,0.0,0.0,-0.06348555177559367
2020-03-23,0.0,0.0,-0.021244155728838417
2020-03-24,1.0,0.0,0.10032540114763623
2020-03-25,0.0,0.0,-0.0055087515531973
2020-03-26,1.0,0.0,0.052622995862315225
2020-03-27,0.0,0.0,-0.04140224751262378
2020-03-30,1.0,0.0,0.02853795070907417
2020-03-31,0.0,0.0,-0.002040753021636643
2020-04-01,0.0,0.0,-0.052617051308692216
2020-04-02,1.0,0.0,0.016686683626928822
