Date,Positive Return,Actual Value,Return
2020-04-03,0.0,0.0,-0.014371408643005013
2020-04-06,1.0,0.0,0.08723746836966395
2020-04-07,0.0,0.0,-0.011582308571582713
2020-04-08,1.0,0.0,0.02559462990362782
2020-04-09,1.0,0.0,0.007216081697688947
2020-04-13,1.0,0.0,0.019627635200198282
2020-04-14,1.0,1.0,0.05050315752230095
2020-04-15,0.0,1.0,-0.009127313111321757
2020-04-16,1.0,1.0,0.007945750532016405
2020-04-17,0.0,1.0,-0.01356871399529369
2020-04-20,0.0,1.0,-0.02075670215900005
2020-04-21,0.0,1.0,-0.030910330354196987
2020-04-22,1.0,1.0,0.02880355899307108
2020-04-23,0.0,1.0,-0.003875433902806869
2020-04-24,1.0,1.0,0.028869586869241237
2020-04-27,1.0,1.0,0.0007068318414262809
2020-04-28,0.0,1.0,-0.016209438280229915
2020-04-29,1.0,1.0,0.0328452324470514
2020-04-30,1.0,1.0,0.021096085131450115
2020-05-01,0.0,1.0,-0.01609932152918625
2020-05-04,1.0,1.0,0.014148809057535015
2020-05-05,1.0,1.0,0.015008847869833362
2020-05-06,1.0,1.0,0.010317271640702286
2020-05-07,1.0,1.0,0.010344893394040213
2020-05-08,1.0,1.0,0.02103777854047717
2020-05-11,1.0,1.0,0.015735352290909388
2020-05-12,0.0,1.0,-0.011428227649636023
2020-05-13,0.0,1.0,-0.01207414572880816
2020-05-14,1.0,1.0,0.006143392445746132
2020-05-15,0.0,1.0,-0.005912053496561764
2020-05-18,1.0,1.0,0.023561145888427948
2020-05-19,0.0,1.0,-0.005778438074729886
2020-05-20,1.0,1.0,0.01944815754296969
2020-05-21,0.0,1.0,-0.007455454690675767
2020-05-22,1.0,1.0,0.006438404625611405
2020-05-26,0.0,1.0,-0.006773506735514134
2020-05-27,1.0,1.0,0.004356942245343332
2020-05-28,1.0,1.0,0.00044014540531556184
2020-05-29,0.0,1.0,-0.0009740693121563784
2020-06-01,1.0,1.0,0.01229792926994122
2020-06-02,1.0,1.0,0.004629455355348977
2020-06-03,1.0,1.0,0.005505037420229232
2020-06-04,0.0,1.0,-0.008612167307518348
2020-06-05,1.0,1.0,0.02848098928760323
2020-06-08,1.0,1.0,0.005912493077158798
2020-06-09,1.0,1.0,0.031577997508332116
2020-06-10,1.0,1.0,0.025727510551937
2020-06-11,0.0,1.0,-0.0480104370741008
2020-06-12,1.0,1.0,0.008633503867755632
2020-06-15,1.0,1.0,0.012367185927901092
2020-06-16,1.0,1.0,0.02650222046328277
2020-06-17,0.0,1.0,-0.0013917014685934648
2020-06-18,1.0,1.0,0.0003982327423870391
2020-06-19,0.0,1.0,-0.005714638224894375
2020-06-22,1.0,1.0,0.0261637706294926
2020-06-23,1.0,1.0,0.021344787155047614
2020-06-24,0.0,1.0,-0.017652037329143666
2020-06-25,1.0,1.0,0.013275561883319131
2020-06-26,0.0,1.0,-0.03072577449731184
2020-06-29,1.0,1.0,0.02304666963762081
2020-06-30,1.0,1.0,0.00834758423312998
2020-07-01,0.0,1.0,-0.0018914541241646925
2020-07-02,0.0,1.0,0.0
2020-07-06,1.0,1.0,0.026750215989129744
2020-07-07,0.0,1.0,-0.0031028584811315647
2020-07-08,1.0,1.0,0.023290114086561564
2020-07-09,1.0,1.0,0.004300324276778954
2020-07-10,1.0,1.0,0.0017492569203771955
2020-07-13,0.0,1.0,-0.004613190803429701
2020-07-14,1.0,1.0,0.016548420475024583
2020-07-15,1.0,1.0,0.006877322295030686
2020-07-16,0.0,1.0,-0.01230493127065002
2020-07-17,0.0,1.0,-0.002020251202298096
2020-07-20,1.0,1.0,0.0210739279246257
2020-07-21,0.0,1.0,-0.013801674444927305
2020-07-22,1.0,1.0,0.002809268912089325
2020-07-23,0.0,1.0,-0.04551643995416055
2020-07-24,0.0,1.0,-0.0024772831483609314
2020-07-27,1.0,1.0,0.023700261787544585
2020-07-28,0.0,1.0,-0.0164275409481468
2020-07-29,1.0,1.0,0.01916837004180394
2020-07-30,1.0,1.0,0.01210018428872961
2020-07-31,1.0,1.0,0.10468863124271488
2020-08-03,1.0,1.0,0.02519760784812375
2020-08-04,1.0,1.0,0.006678149540124689
2020-08-05,1.0,1.0,0.0036246667683779155
2020-08-06,1.0,1.0,0.034889234188671285
2020-08-07,0.0,1.0,-0.02449457541173039
2020-08-10,1.0,1.0,0.014534798689731954
2020-08-11,0.0,1.0,-0.029739867275506707
2020-08-12,1.0,1.0,0.033234305245535715
2020-08-13,1.0,1.0,0.01769754855494177
2020-08-14,0.0,1.0,-0.0008912347937002352
2020-08-17,0.0,1.0,-0.002610822170622251
2020-08-18,1.0,1.0,0.008332804103680092
2020-08-19,1.0,1.0,0.0012547032390819446
2020-08-20,1.0,1.0,0.022189615688711358
2020-08-21,1.0,1.0,0.05153245522782357
2020-08-24,1.0,1.0,0.011960242739515127
2020-08-25,0.0,1.0,-0.00820373228234006
2020-08-26,1.0,1.0,0.01359905610039247
2020-08-27,0.0,1.0,-0.011954371429482856
2020-08-28,0.0,1.0,-0.0016198655002642726
2020-08-31,1.0,1.0,0.03391214827961697
2020-09-01,1.0,1.0,0.0398326073859212
2020-09-02,0.0,1.0,-0.02071842995262474
2020-09-03,0.0,1.0,-0.08006086097198728
2020-09-04,1.0,1.0,0.0006618285313737537
2020-09-08,0.0,1.0,-0.0672949690084228
2020-09-09,1.0,1.0,0.03988654504673295
2020-09-10,0.0,1.0,-0.03264577089172682
2020-09-11,0.0,1.0,-0.01312889146018037
2020-09-14,1.0,1.0,0.030000005449567487
2020-09-15,1.0,1.0,0.0015603355081781345
2020-09-16,0.0,1.0,-0.029513619829399818
2020-09-17,0.0,1.0,-0.01596362221861003
2020-09-18,0.0,1.0,-0.03172013880879665
2020-09-21,1.0,1.0,0.03032577315818385
2020-09-22,1.0,1.0,0.015715803949514662
2020-09-23,0.0,1.0,-0.0419461131778841
2020-09-24,1.0,1.0,0.010268842848365043
2020-09-25,1.0,1.0,0.03751614778042578
2020-09-28,1.0,1.0,0.023868902158110217
2020-09-29,0.0,1.0,-0.007567873638749334
2020-09-30,1.0,1.0,0.015075828520575431
2020-10-01,1.0,1.0,0.008462165422616241
2020-10-02,0.0,1.0,-0.032280197302059555
2020-10-05,1.0,1.0,0.030791041057309117
2020-10-06,0.0,1.0,-0.02866949646258044
2020-10-07,1.0,1.0,0.016967109462795227
2020-10-08,0.0,1.0,-0.0009558620837792908
2020-10-09,1.0,1.0,0.017395842208966172
2020-10-12,1.0,1.0,0.0635205627736688
2020-10-13,0.0,1.0,-0.026527355396143704
2020-10-14,1.0,1.0,0.000743220218160312
2020-10-15,0.0,1.0,-0.00396075045188371
2020-10-16,0.0,1.0,-0.014000517390639566
2020-10-19,0.0,1.0,-0.025541870037600226
2020-10-20,1.0,1.0,0.013191918736096486
2020-10-21,0.0,1.0,-0.005446339698866431
2020-10-22,0.0,1.0,-0.009583320957137431
2020-10-23,0.0,1.0,-0.006133901377733507
2020-10-26,1.0,1.0,8.694485527538376e-05
2020-10-27,1.0,1.0,0.013472363157313259
2020-10-28,0.0,1.0,-0.046312192080151804
2020-10-29,1.0,1.0,0.03705038542851469
2020-10-30,0.0,1.0,-0.056018028976482885
2020-11-02,0.0,1.0,-0.0008267863933540952
2020-11-03,1.0,1.0,0.01535355198934174
2020-11-04,1.0,1.0,0.04083660274481349
2020-11-05,1.0,1.0,0.03549370978140831
2020-11-06,0.0,1.0,-0.0028563920135884486
2020-11-09,0.0,1.0,-0.01996800655347553
2020-11-10,0.0,1.0,-0.003008927742772949
2020-11-11,1.0,1.0,0.030352648150511637
2020-11-12,0.0,1.0,-0.0023432821516667928
2020-11-13,1.0,1.0,0.00041945350341277004
2020-11-16,1.0,1.0,0.008720450250699674
2020-11-17,0.0,1.0,-0.0075644525272193786
2020-11-18,0.0,1.0,-0.011391243967704412
2020-11-19,1.0,1.0,0.005168182806577715
2020-11-20,0.0,1.0,-0.010957544322705348
2020-11-23,0.0,1.0,-0.02974261098253128
2020-11-24,1.0,1.0,0.011594200373434838
2020-11-25,1.0,1.0,0.007467227785225905
2020-11-27,1.0,1.0,0.0048263170256421795
2020-11-30,1.0,1.0,0.021099637971836
2020-12-01,1.0,1.0,0.030827367281542676
2020-12-02,1.0,1.0,0.0029335121151452537
2020-12-03,0.0,1.0,-0.0011374665873064016
2020-12-04,0.0,1.0,-0.005612513646525374
2020-12-07,1.0,1.0,0.012269938650306678
2020-12-08,1.0,1.0,0.005090886896306879
2020-12-09,0.0,1.0,-0.020903670457748325
2020-12-10,1.0,1.0,0.011988824922872787
2020-12-11,0.0,1.0,-0.0067347794226484394
2020-12-14,0.0,1.0,-0.005146678081568545
2020-12-15,1.0,1.0,0.050090314791152
2020-12-16,0.0,1.0,-0.0005473858017489563
2020-12-17,1.0,1.0,0.006963456745552543
2020-12-18,0.0,1.0,-0.015850764059871847
2020-12-21,1.0,1.0,0.012395326227985448
2020-12-22,1.0,1.0,0.02846455023697358
2020-12-23,0.0,1.0,-0.006976024680639181
2020-12-24,1.0,1.0,0.007712236217600755
2020-12-28,1.0,1.0,0.035765713245766495
2020-12-29,0.0,1.0,-0.013314853257091142
2020-12-30,0.0,1.0,-0.008526684497060733
2020-12-31,0.0,1.0,-0.007702653080273847
2021-01-04,0.0,1.0,-0.024719260825586842
2021-01-05,1.0,1.0,0.01236373386484213
