Date,High,Low,Open,Close,Volume,Adj Close,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2011-01-18,12.312856674194336,11.64285659790039,11.768570899963379,12.166070938110352,1880998000.0,10.495068550109863,,12.166070938110352,12.166070938110352,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2011-01-19,12.449999809265137,12.031429290771484,12.441070556640625,12.101428985595703,1135612800.0,10.439302444458008,-0.0053132973532281635,12.131513223508538,12.133525933505195,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2011-01-20,12.08214282989502,11.789999961853027,12.01535701751709,11.881428718566895,764789200.0,10.24952220916748,-0.01817969326520652,12.036366494235512,12.04832593790011,0.0,-1.0,-1.0,0.009097915798790768,0.00909791579879077,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-01-21,11.960000038146973,11.665356636047363,11.920356750488281,11.668571472167969,754401200.0,10.065896987915039,-0.017915122115431892,11.924512232685327,11.951404101303453,0.0,-1.0,-1.0,0.007083657121981072,0.0073271342218122265,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-01-24,12.051786422729492,11.668571472167969,11.673929214477539,12.051786422729492,574683200.0,10.396482467651367,0.03284163374030591,11.957463377101647,11.972041025580493,0.0,-1.0,-1.0,0.02578874205432073,0.024256556135716444,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2011-01-25,12.194286346435547,11.948928833007812,12.011786460876465,12.192856788635254,546868000.0,10.51817512512207,0.011705348979609065,12.011421604068858,12.01013081852984,1.0,0.0,1.0,0.02227200852941925,0.021822809675883705,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2011-01-26,12.342857360839844,12.196429252624512,12.248571395874023,12.280357360839844,506875600.0,10.593657493591309,0.007176379885487361,12.067475726966796,12.050358485940084,1.0,0.0,1.0,0.01926960237386673,0.019625354960121168,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-01-27,12.310357093811035,12.243928909301758,12.277856826782227,12.257499694824219,285026000.0,10.57394027709961,-0.0018613192877037221,12.104183159453898,12.077524727056131,1.0,0.0,1.0,0.017112587219947704,0.0179127893227657,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-01-28,12.300000190734863,11.911786079406738,12.291786193847656,12.003570556640625,592057200.0,10.354887008666992,-0.020716226351677247,12.085911862508079,12.06884463390915,1.0,0.0,1.0,0.018203301201272636,0.018350016959547334,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-01-31,12.144286155700684,11.939286231994629,11.992856979370117,12.118571281433105,377246800.0,10.454092025756836,0.009580543076731507,12.091548853685307,12.074133196520533,1.0,0.0,1.0,0.01700758448158441,0.017518800998098168,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-01,12.344642639160156,12.177857398986816,12.189286231994629,12.322500228881836,426633200.0,10.630012512207031,0.016827804426184256,12.1297619976007,12.098309340190822,1.0,0.0,1.0,0.016760097103247277,0.017365221535490007,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-02,12.33035659790039,12.26964282989502,12.301786422729492,12.29714298248291,258955200.0,10.608135223388672,-0.0020578004404895323,12.156494171701585,12.11617112016177,1.0,0.0,1.0,0.015381811115556147,0.01645521823664034,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-03,12.294285774230957,12.091071128845215,12.278571128845215,12.265713691711426,393797600.0,10.581026077270508,-0.0025558205524855993,12.173425146430397,12.128655328512126,1.0,0.0,1.0,0.014175562964588781,0.01567499893741512,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-04,12.382143020629883,12.268214225769043,12.272856712341309,12.375,321840400.0,10.675298690795898,0.008909902108869883,12.203893810751762,12.147880539362097,1.0,0.0,1.0,0.013296478576666496,0.015131027244938092,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-07,12.616070747375488,12.415714263916016,12.424642562866211,12.567143440246582,485021600.0,10.84105110168457,0.015526742646188474,12.257633764947185,12.178624560267954,1.0,0.0,1.0,0.013145701662204695,0.014997606571713227,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-08,12.697142601013184,12.576786041259766,12.631428718566895,12.685713768005371,381040800.0,10.943338394165039,0.009434946638634312,12.319814965054771,12.21371852636298,1.0,0.0,1.0,0.012244251740577104,0.014516065948129708,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-09,12.821429252624512,12.673929214477539,12.685357093811035,12.791428565979004,482745200.0,11.034531593322754,0.008333374054225962,12.387253706100527,12.251599811024901,1.0,0.0,1.0,0.011356873137795506,0.014039438538838824,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-10,12.85714340209961,12.428570747375488,12.76392936706543,12.662142753601074,928550000.0,10.923007011413574,-0.010107222325564713,12.426036310540466,12.27719383031729,1.0,0.0,1.0,0.011995512005384063,0.013983924868057917,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-11,12.778571128845215,12.626428604125977,12.66964340209961,12.744643211364746,367572800.0,10.994174003601074,0.006515521059041074,12.470469839482272,12.30498553356124,1.0,0.0,1.0,0.011159169099575227,0.013552342212276379,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2011-02-14,12.838570594787598,12.739643096923828,12.742500305175781,12.82785701751709,310416400.0,11.065958976745605,0.006529316260351692,12.519817646289521,12.33471410048638,1.0,0.0,1.0,0.010385110783965649,0.01315327418145012,1.0,0.0,1.0,,0.3162584217946562,,,0.0,0.0,0.0
2011-02-15,12.856071472167969,12.76964282989502,12.828213691711426,12.853570938110352,284174800.0,11.088139533996582,0.0020045375122397235,12.56550779601244,12.362995778341583,1.0,0.0,1.0,0.009668365472928202,0.012758850121336617,1.0,0.0,1.0,,0.3361755656970141,,,0.0,0.0,0.0
2011-02-16,13.032142639160156,12.875,12.885713577270508,12.968929290771484,481157600.0,11.187653541564941,0.008974809663134131,12.620327058261838,12.394730902086916,1.0,0.0,1.0,0.00915336485864003,0.012468004199539558,1.0,0.0,1.0,,0.3580175528839895,,,0.0,0.0,0.0
2011-02-17,12.866786003112793,12.732856750488281,12.758929252624512,12.796428680419922,530583200.0,11.038848876953125,-0.013301067997518623,12.644103736393028,12.414987362408406,1.0,0.0,1.0,0.010642839473699262,0.012704031330047418,1.0,0.0,1.0,,0.3478149760650615,,,0.0,0.0,0.0
2011-02-18,12.839285850524902,12.482856750488281,12.811071395874023,12.520000457763672,816057200.0,10.80038833618164,-0.021601982049821333,12.627440478865388,12.420095602740128,1.0,0.0,1.0,0.013018665653072714,0.013489604938489125,1.0,0.0,1.0,,0.2973054281126467,,,0.0,0.0,0.0
2011-02-22,12.335714340209961,12.061429023742676,12.219642639160156,12.09321403503418,872555600.0,10.432218551635742,-0.03408837117612418,12.556054350115696,12.404730702328594,1.0,0.0,1.0,0.016853991150207748,0.015269461246719676,0.0,-1.0,-1.0,,0.29430037962593447,,,0.0,0.0,0.0
2011-02-23,12.308570861816406,12.09321403503418,12.098929405212402,12.236429214477539,671854400.0,10.55575942993164,0.011842606856081739,12.513521975646162,12.397074255997891,1.0,0.0,1.0,0.01683071699691486,0.015128758506828918,0.0,-1.0,-1.0,,0.29220723692378664,,,0.0,0.0,0.0
2011-02-24,12.326786041259766,12.084643363952637,12.286429405212402,12.24571418762207,499900800.0,10.563773155212402,0.0007587976019627352,12.478013457574447,12.390400250116418,1.0,0.0,1.0,0.015726048440862405,0.014769545474903062,0.0,-1.0,-1.0,,0.29357362984885976,,,0.0,0.0,0.0
2011-02-25,12.443928718566895,12.314286231994629,12.330714225769043,12.434286117553711,380018800.0,10.726442337036133,0.015399014466812355,12.472233817400662,12.392278378090696,1.0,0.0,1.0,0.01595784462848847,0.014778394536289874,0.0,-1.0,-1.0,,0.2890963752637891,,,0.0,0.0,0.0
2011-02-28,12.680356979370117,12.539999961853027,12.544285774230957,12.614643096923828,403074000.0,10.88202953338623,0.01450481174914442,12.491005541042398,12.401526190219284,1.0,0.0,1.0,0.015739257165020643,0.014721738741427466,0.0,-1.0,-1.0,,0.2663197807948881,,,0.0,0.0,0.0
2011-03-01,12.704285621643066,12.417142868041992,12.695357322692871,12.475357055664062,456136800.0,10.761872291564941,-0.011041615699276641,12.488947699653197,12.404513591125719,1.0,0.0,1.0,0.0153314866211391,0.014623753437801113,0.0,-1.0,-1.0,,0.24934963889590311,,,0.0,0.0,0.0
2011-03-02,12.655357360839844,12.442856788635254,12.498571395874023,12.575714111328125,602590800.0,10.8484468460083,0.008044423515597865,12.500334449353169,12.411260719663119,1.0,0.0,1.0,0.014558770305271248,0.014388120857491372,0.0,-1.0,-1.0,,0.24415846206063285,,,0.0,0.0,0.0
2011-03-03,12.849642753601074,12.71142864227295,12.756786346435547,12.841428756713867,500788400.0,11.077665328979492,0.021129189406936977,12.54501803760836,12.42779006523519,1.0,0.0,1.0,0.015276623416663502,0.014636286023889944,0.0,-1.0,-1.0,,0.24464197231378468,,,0.0,0.0,0.0
2011-03-04,12.867500305175781,12.776785850524902,12.85964298248291,12.85714340209961,453266800.0,11.091221809387207,0.0012237458684281055,12.58584334424672,12.44389108627762,1.0,0.0,1.0,0.014265745096016651,0.014345703495000845,1.0,0.0,1.0,,0.24051968978880686,,,0.0,0.0,0.0
2011-03-07,12.916786193847656,12.546786308288574,12.907142639160156,12.691429138183594,546123200.0,10.94826889038086,-0.012888886647165698,12.599635136176264,12.452958714354692,1.0,0.0,1.0,0.014466501584864186,0.014355355062489441,0.0,-1.0,-1.0,,0.23469969145005928,,,0.0,0.0,0.0
2011-03-08,12.764286041259766,12.58035659790039,12.6753568649292,12.705714225769043,356316800.0,10.960592269897461,0.0011255696604310916,12.613475139596833,12.46201050477404,1.0,0.0,1.0,0.013487351740561485,0.014083699247908924,1.0,0.0,1.0,,0.23497310370220814,,,0.0,0.0,0.0
2011-03-09,12.670000076293945,12.521429061889648,12.667499542236328,12.588213920593262,453306000.0,10.85922908782959,-0.00924783157309439,12.610182696540765,12.466432669214122,1.0,0.0,1.0,0.013098942263075756,0.013967636268983322,1.0,0.0,1.0,,0.2347915093271636,,,0.0,0.0,0.0
2011-03-10,12.491786003112793,12.317856788635254,12.468570709228516,12.381071090698242,507539200.0,10.68053913116455,-0.016455299473116747,12.580347682027757,12.463503904374846,1.0,0.0,1.0,0.013479924592918222,0.014096065530484286,1.0,0.0,1.0,,0.23750832340575098,,,0.0,0.0,0.0
2011-03-11,12.582857131958008,12.321429252624512,12.333213806152344,12.571070671081543,471080400.0,10.844440460205078,0.01534597281539285,12.579140556264623,12.467120241846326,1.0,0.0,1.0,0.013990893790521675,0.014119826953456777,1.0,0.0,1.0,,0.23724204148598774,,,0.0,0.0,0.0
